2922728404_1
84.508486 , 82.222000
86.193464 , 87.003971
87.753583 , 92.246009
89.931398 , 97.686499
91.632254 , 102.449611
93.944165 , 107.773855
96.562804 , 112.622906
98.992971 , 117.622430
101.889718 , 122.150659
105.465332 , 126.562344
108.964675 , 130.269504
112.890369 , 134.294944
117.137514 , 137.783354
121.699618 , 140.874174
126.418384 , 143.850192
131.271369 , 146.638279
136.016766 , 149.462026
140.430722 , 152.679709
145.195699 , 155.165003
150.646509 , 156.878192
155.783903 , 156.301897
161.197938 , 154.892809
166.343551 , 153.097707
171.368507 , 151.080563
176.437474 , 149.176926
181.388211 , 146.760359
186.319052 , 143.908093
190.885408 , 140.905871
195.425037 , 137.289955
199.407395 , 133.666481
203.263710 , 129.620400
206.871193 , 125.460169
209.914423 , 121.032467
212.990997 , 116.321239
215.830072 , 111.536518
217.808245 , 106.877326
219.599246 , 101.502252
221.045008 , 96.007426
222.679834 , 91.146510
223.978347 , 85.354578
225.127234 , 79.939408
132.913289 , 86.160519
130.952338 , 90.012319
129.366117 , 93.938021
128.314111 , 98.156579
128.976612 , 102.767358
132.099999 , 105.440115
136.701217 , 105.412764
140.887562 , 105.570641
145.440590 , 105.960337
149.681752 , 106.100357
154.259920 , 105.977366
158.510912 , 105.873405
162.311772 , 103.727350
162.728574 , 99.497185
161.506510 , 95.022272
160.416330 , 91.111125
158.491567 , 86.704243
132.614369 , 124.053248
135.169676 , 123.114182
137.492719 , 121.534175
140.018836 , 120.499635
142.805128 , 120.916313
145.530603 , 121.508708
148.347851 , 121.019320
151.139276 , 120.483519
153.868899 , 121.077851
156.452783 , 121.964872
159.046294 , 122.829106
161.723299 , 123.523158
164.514399 , 123.966331
165.786664 , 126.193192
164.011372 , 128.493731
162.159368 , 130.759467
160.096030 , 132.934622
157.856859 , 134.739709
155.461331 , 136.137340
152.697886 , 136.723589
149.668969 , 136.804960
146.750493 , 136.651935
143.969186 , 136.192114
141.501908 , 134.918976
139.165398 , 133.253198
137.153540 , 131.093311
135.622266 , 128.754622
134.096966 , 126.409628
137.358582 , 125.308225
139.093246 , 124.544809
140.976051 , 124.035467
143.039692 , 124.082430
144.795235 , 124.858582
146.860757 , 124.899350
148.789124 , 124.485042
150.665734 , 123.973818
152.590062 , 123.561666
154.679099 , 123.562890
156.607342 , 123.906361
158.508528 , 124.309952
160.452869 , 124.642750
162.419625 , 124.895073
164.081387 , 125.153540
161.995264 , 125.260784
159.935716 , 125.213711
157.925512 , 125.478663
156.076552 , 126.028057
154.359073 , 126.897509
152.663379 , 127.815530
150.678943 , 128.124846
148.580828 , 128.166875
146.694970 , 127.723959
144.924319 , 126.995319
143.103029 , 126.440074
141.298398 , 125.818845
139.331532 , 125.562429
162.350571 , 65.757640
164.145412 , 62.965045
166.365749 , 60.306430
169.101796 , 58.471610
172.079679 , 57.252899
175.247611 , 56.399778
178.678969 , 56.051590
182.117933 , 56.215209
185.346026 , 56.839159
188.278289 , 58.267744
190.912278 , 60.562473
189.926948 , 63.603663
187.590903 , 66.224425
184.787510 , 67.915643
181.681787 , 68.873591
178.330275 , 69.373237
174.937680 , 69.105970
171.633784 , 68.633564
168.533671 , 67.741979
165.292077 , 67.149112
128.959279 , 65.757640
127.094878 , 63.292730
125.042676 , 60.927074
122.468489 , 59.257440
119.744169 , 58.021929
116.797677 , 57.359693
113.681369 , 57.085004
110.478523 , 57.324650
107.565587 , 58.140201
104.942218 , 59.595153
102.722919 , 61.987495
103.922039 , 64.693514
105.723381 , 67.174455
108.316549 , 68.788282
111.220436 , 69.541776
114.353789 , 69.764806
117.532748 , 69.474600
120.476150 , 68.725817
123.523505 , 68.187238
126.564556 , 67.642683
153.072821 , 49.667596
157.343983 , 46.273937
162.462984 , 44.860486
167.942949 , 44.152105
173.628168 , 43.841675
179.339431 , 43.585842
185.100514 , 43.431073
190.562248 , 43.949960
195.834360 , 44.881501
200.992816 , 46.080294
205.833590 , 48.108886
203.107872 , 51.395490
197.419793 , 51.599499
191.774632 , 51.495149
186.197031 , 51.237428
180.551705 , 51.126938
174.925744 , 50.974966
169.158522 , 51.129900
163.416530 , 51.232956
157.876854 , 51.777049
124.778960 , 51.644236
122.297885 , 48.485222
118.555890 , 46.799855
114.621146 , 45.715648
110.512944 , 44.959691
106.296896 , 44.458540
101.822486 , 44.631992
97.745152 , 45.558697
93.937383 , 46.990171
90.534332 , 49.459370
88.654664 , 53.134903
87.796996 , 57.192588
91.606817 , 56.066218
95.282005 , 54.273754
99.167519 , 52.991746
103.244963 , 52.069135
107.537841 , 51.542152
111.895040 , 51.732304
116.207918 , 52.026049
120.539886 , 52.268080

